6176.7 & -1.606775884 & -1.0912273429 & -3.73144650306 & -1.15337289374\\ 
6203.1 & -1.478992748 & -1.02625210672 & -3.59347717625 & -1.21141801056\\ 
6223.7 & -1.345438445 & -0.971023890757 & -3.44713730844 & -1.28574217396\\ 
6253.7 & -1.207048292 & -0.904421044865 & -3.30347477321 & -1.35197116782\\ 
6289.0 & -1.066057397 & -0.83196276254 & -3.16147319689 & -1.41404660798\\ 
6331.3 & -0.924818145 & -0.751022340873 & -3.02390400069 & -1.46680434848\\ 
6379.5 & -0.785156152 & -0.663179382792 & -2.89150111305 & -1.51022798148\\ 
6433.3 & -0.648590248 & -0.568966051212 & -2.76526169494 & -1.54344515789\\ 
6491.4 & -0.515985037 & -0.470450812558 & -2.64517368872 & -1.56789255723\\ 
6552.8 & -0.387534036 & -0.369225658571 & -2.53078891251 & -1.58513540752\\ 
6616.0 & -0.263603498 & -0.267588375656 & -2.42175455721 & -1.59732436957\\ 
6679.9 & -0.143815073 & -0.167099613168 & -2.31715795431 & -1.60654151921\\ 
6744.1 & -0.027889772 & -0.0682733220266 & -2.21652002945 & -1.61362933683\\ 
6807.8 & 0.084576278 & 0.0278797549995 & -2.11909346097 & -1.62009581111\\ 
6870.5 & 0.19368103 & 0.120792307649 & -2.02460009619 & -1.62666437147\\ 
6931.7 & 0.300160537 & 0.20998768759 & -1.9320858621 & -1.63459188846\\ 
6991.2 & 0.404149249 & 0.295357772832 & -1.84136967722 & -1.64413741785\\ 
7049.0 & 0.50609896 & 0.377076967124 & -1.75200383095 & -1.65556381799\\ 
7105.8 & 0.606058749 & 0.456152296928 & -1.66421494181 & -1.66782420868\\ 
7162.0 & 0.704150517 & 0.533171093401 & -1.57802879014 & -1.68040109261\\ 
7218.1 & 0.800373355 & 0.608803470302 & -1.49362364036 & -1.69256482851\\ 
7274.4 & 0.894758994 & 0.683447173485 & -1.41106424805 & -1.70391544215\\ 
7331.5 & 0.98708503 & 0.75781794555 & -1.33077422377 & -1.71345490363\\ 
7389.8 & 1.077367905 & 0.832373475938 & -1.25284686101 & -1.72070161793\\ 
7448.9 & 1.165541077 & 0.906616129391 & -1.17721311741 & -1.72613624537\\ 
7508.1 & 1.25163822 & 0.979741500675 & -1.10361638616 & -1.73067448146\\ 
7566.9 & 1.335858911 & 1.05122643452 & -1.03169660862 & -1.73508871735\\ 
7625.8 & 1.418632687 & 1.12169381956 & -0.961152172381 & -1.7391214469\\ 
7683.5 & 1.499824496 & 1.18974587662 & -0.891751741894 & -1.7441764878\\ 
7741.6 & 1.57989787 & 1.25720044596 & -0.82347812428 & -1.7487176072\\ 
7798.8 & 1.658964843 & 1.32269797581 & -0.755844573815 & -1.7543499007\\ 
7855.6 & 1.737113094 & 1.38682339909 & -0.688911241432 & -1.76051985128\\ 
7911.9 & 1.814513952 & 1.44952028106 & -0.622477361757 & -1.76745980736\\ 
7967.6 & 1.891258617 & 1.51073080201 & -0.556428886145 & -1.7753247702\\ 
8022.6 & 1.967501175 & 1.57040370327 & -0.490587085288 & -1.78432371209\\ 
8077.7 & 2.043362278 & 1.62937702852 & -0.425046336025 & -1.7936534599\\ 
8132.7 & 2.118925753 & 1.68747060918 & -0.359669483674 & -1.80359454335\\ 
8188.6 & 2.193958978 & 1.74565284487 & -0.294960796732 & -1.81285387766\\ 
8244.4 & 2.268811904 & 1.8029722162 & -0.230294902304 & -1.82282081944\\ 
8301.9 & 2.343408594 & 1.86113308828 & -0.16620119174 & -1.8315445051\\ 
