4852.0 & -0.9857 & -3.39203616384 & -2.55679820878 & -3.32099137095\\ 
4852.18 & -0.9482 & -3.39150709977 & -2.51936608103 & -3.32186126848\\ 
4852.2 & -0.9127 & -3.3914472258 & -2.48387253067 & -3.32263494872\\ 
4852.23 & -0.8787 & -3.39135818574 & -2.44988297504 & -3.32332400827\\ 
4852.26 & -0.846 & -3.39126926727 & -2.4171935398 & -3.32394316758\\ 
4852.3 & -0.8144 & -3.39115114006 & -2.38560805507 & -3.32450355606\\ 
4852.34 & -0.7837 & -3.39103309899 & -2.35492265435 & -3.32501551667\\ 
4852.38 & -0.7537 & -3.39091513044 & -2.32493732405 & -3.32548724517\\ 
4852.43 & -0.7244 & -3.39076791834 & -2.29565590678 & -3.32592233495\\ 
4852.48 & -0.6956 & -3.39062076249 & -2.26687454246 & -3.32632762541\\ 
4852.55 & -0.6673 & -3.39041504251 & -2.23860092508 & -3.32670512927\\ 
4852.62 & -0.6395 & -3.3902093725 & -2.21082735119 & -3.32705824053\\ 
4852.7 & -0.612 & -3.38997443918 & -2.18335766265 & -3.32739126842\\ 
4852.78 & -0.5848 & -3.38973954743 & -2.15618800724 & -3.32770635428\\ 
4852.88 & -0.558 & -3.38944608822 & -2.12942608157 & -3.32800336741\\ 
4853.0 & -0.5314 & -3.38909406314 & -2.10287187929 & -3.32828611103\\ 
4853.12 & -0.505 & -3.38874208053 & -2.07651770047 & -3.3285564806\\ 
4853.26 & -0.4788 & -3.38833153975 & -2.05037124008 & -3.32881505254\\ 
4853.42 & -0.4529 & -3.38786245034 & -2.02453249657 & -3.32906199821\\ 
4853.59 & -0.4271 & -3.38736411516 & -1.99879761688 & -3.32930055918\\ 
4853.79 & -0.4014 & -3.38677795293 & -1.97317429463 & -3.32953109142\\ 
4854.01 & -0.376 & -3.3861332764 & -1.9478586811 & -3.32975292803\\ 
4854.26 & -0.3506 & -3.38540080986 & -1.92255461769 & -3.32996932368\\ 
4854.54 & -0.3254 & -3.38458058133 & -1.89746210278 & -3.33017926993\\ 
4854.85 & -0.3002 & -3.38367261841 & -1.87238113073 & -3.33038518368\\ 
4855.2 & -0.2752 & -3.38264767953 & -1.8475155453 & -3.33058580993\\ 
